URLs,Headers,Times,Descriptions,Texts
https://tvn24.pl/ciekawostki/wielka-brytania-sondaz-osob-biseksualnych-wiecej-niz-gejow-i-lesbijek-st6152494,Która mniejszość seksualna jest najliczniejsza? Zaskakujące wyniki brytyjskiego badania,"7 października 2022, 17:05","Więcej Brytyjczyków określa się jako osoby biseksualne niż jako geje i lesbijki - wynika z najnowszego sondażu przeprowadzonego w Anglii, Walii i Szkocji. Wśród przedstawicieli pokolenia Z, czyli osób do 26. roku życia, prawie 30 proc. respondentów identyfikuje się z orientacją inną niż heteroseksualna.","Firma badawcza Ipsos zapytała w sondażu osoby w wieku od 16 do 75 lat o ich tożsamość płciową oraz orientację seksualną. Trzy różne badania zostały przeprowadzone z udziałem 2150 osób z Anglii, Walii i Szkocji. 84 proc. respondentów określiło się jako osoby heteroseksualne, 5 proc. - jako osoby biseksualne, 4 proc. - jako geje lub lesbijki, 2 proc. - osoby aseksualne, 1 proc. identyfikuje się jako osoby panseksualne. Reszta odpowiedziała, że nie wie, lub woli o tym nie mówić. Wyniki różniły się w zależności od grupy wiekowej. Wśród ankietowanych z generacji Z - czyli osób poniżej 26. roku życia - osoby biseksualne stanowią aż 10 proc. ogółu, natomiast w przedziale wiekowym 56-75 lat odsetek ten spada do 2 proc. 91 proc. przedstawicieli najstarszej grupy wiekowej identyfikuje się jako osoby heteroseksualne, z kolei spośród reprezentantów generacji Z 71 proc. respondentów określa się tym mianem. ""Lekceważenie problemów, z którymi zmagają się osoby LGBT+, w pracy, szkole, sporcie, kwestiach prawnych, będzie odbierane negatywnie przez tę znaczącą część społeczeństwa, której na nas zależy. Próby umniejszania roli społeczeństwa LGBT+ i naszego życia w końcu upadną, bo jest po prostu za dużo osób, które znają i kochają osoby LGBT+"" - komentuje badania organizacja charytatywna Stonewall, walcząca o prawa osób nieheteronormatywnych. To na jej zlecenie zostały przeprowadzone. Cytowana przed BBC dr Julia Shaw, psycholog, autorka książki poświęconej zagadnieniu biseksualności, podkreśla, że ""frustrujące"" jest to, jak często pojęcia to bywa mylnie interpretowane. - To może prowadzić do sytuacji, w których doświadczasz negatywnych komentarzy typu: a co to znaczy? Nie możesz się zdecydować? Nie potrafisz żyć w monogamii? - tłumaczy Shaw. I dodaje: - Biseksualność to prawdziwa orientacja, to nie jest bycie pół gejem, pół hetero. ZOBACZ TEŻ: Czarnek wycofuje się ze słów o LGBT+, ""pozostając jednocześnie przy swoich poglądach"" W maju dane dotyczące orientacji seksualnej mieszkańców Wielkiej Brytanii opublikował Office for National Statistics (ONS), brytyjski odpowiednik naszego GUS-u. Wynikało z nich, że na Wyspach przybywa lesbijek, gejów i osób biseksualnych. Zebrane przez ONS statystyki wskazywały, że 8 proc. Brytyjczyków w wieku 16-24 lat uważa się za osoby homo- albo biseksualne. To statystycznie niemal jeden młody dorosły na dwunastu. ZOBACZ TEŻ: Gdzie homoseksualizm wciąż uznawany jest za przestępstwo? W jedenastu krajach osobom LGBT grozi kara śmierci"
https://tvn24.pl/ciekawostki/scooby-doo-velma-jest-lesbijka-w-ostatnim-odcinku-zakochala-sie-w-innej-bohaterce-st6148258,"Velma, bohaterka ""Scooby Doo"", została oficjalnie pokazana jako osoba homoseksualna","5 października 2022, 15:46","Velma, bohaterka popularnej kreskówki ""Scooby-Doo"", jest lesbijką. Po wielu latach spekulacji części fanów produkcji na temat jej orientacji seksualnej, w najnowszym odcinku twórcy zdecydowali się na rozwianie wszelkich wątpliwości.","We wtorek ukazał się specjalny odcinek ""Scooby-Doo"" pt. ""Trick or Treat Scooby-Doo"", stworzony z okazji Halloween. Jedna ze scen wzbudziła szczególne zainteresowanie widzów. Charakterystyczna rudowłosa bohaterka zakochuje się w innej kobiecie, projektantce kostiumów o imieniu Coco Diablo. ZOBACZ TEŻ: ""Mieszkam z mamusią i drugą mamusią"". Jednopłciowa para po raz pierwszy w ""Śwince Peppie"" Orientacja seksualna Velmy od dawna budziła zainteresowanie fanów bajki. Twórcy popularnego ""Scoobiego"" już wcześniej potwierdzali, że jej postać nie jest heteroseksualna, a w 2020 roku producent emitowanej w latach 2010-2013 serii ""Scooby-Doo: Mystery Incorporated"" Tony Cervone, ujawnił, że Velma jest lesbijką. ""Przedstawiliśmy nasze intencje tak jasno, jak tylko mogliśmy dziesięć lat temu. Większość naszych fanów to zrozumiała. Tym, którzy nie zrozumieli, proponuję bardziej się przyjrzeć"" - napisał wówczas na Instagramie. Jednak do tej pory w żadnym z odcinków ""Scooby-Doo"" Velma nie wyrażała tak silnego zainteresowania postaciami tej samej płci. W kilku odcinkach rozwijano jej relację z Kudłatym, ale jak napisał Cervone, ""ta relacja była zła dla Velmy, ale miała ona trudności z wyjawieniem dlaczego"". W jednej ze scen nowego odcinka okulary Velmy parują, a policzki czerwienią się, gdy Velma przebywa obok Coco. Jak zauważyli widzowie, Velma przez cały odcinek flirtuje z Coco i jest nią wyraźnie zauroczona. ""Scooby-Doo"" to kreskówka, której początki sięgają 1969 roku, gdy ukazała się seria ""Scooby Doo, gdzie jesteś?'. Czworo nastolatków - Fred, Daphne, Velma i Kudłaty wraz psem Scoobym, rozwiązują kryminalne zagadki, często z udziałem postaci przebranych za duchy. Velma, przedstawiana zawsze w okularach, pomarańczowym swetrze i czerwonej spódniczce, uznawana jest za najmądrzejszą z bohaterek bajki."
https://tvn24.pl/swiat/slowenia-legalizuje-malzenstwa-jednoplciowe-i-zezwala-im-na-adopcje-dzieci-st6148269,Słowenia legalizuje małżeństwa jednopłciowe i zezwala im na adopcję dzieci,"5 października 2022, 12:15","We wtorek niższa izba słoweńskiego parlamentu przyjęła poprawkę zezwalającą parom jednopłciowym na zawieranie małżeństw i adopcję dzieci. Słowenia jest pierwszym krajem należącym w przeszłości do bloku komunistycznego, który zdecydował się na taki krok.","Podczas wtorkowego głosowania w Zgromadzeniu Państwowym, niższej izbie słoweńskiego parlamentu, za przyjęciem poprawki w kodeksie rodzinnym umożliwiającej parom tej samej płci zawieranie małżeństw i adopcję dzieci opowiedziało się 49 jej członków. Przeciwko poprawce głosowało 29 parlamentarzystów, od głosu wstrzymała się jedna osoba - informuje portal Euronews. - Dzięki tym zmianom uznajemy prawa par tej samej płci. To prawo, które powinno obowiązywać już od dawna - podkreślił w trakcie swojej przemowy w parlamencie słoweński sekretarz stanu Simon Maljevac. ZOBACZ TEŻ: Gdzie homoseksualizm wciąż uznawany jest za przestępstwo? W jedenastu krajach osobom LGBT grozi kara śmierci Zmiany są pokłosiem lipcowego wyroku miejscowego Sądu Najwyższego, który stwierdził, że definiowanie małżeństwa jako związku osób różnych płci jest formą dyskryminowania osób homoseksualnych. Orzeczenie sądu wzbudziło w kraju spore kontrowersje, krytykowała je zwłaszcza Słoweńska Partia Demokratyczna, która organizowała nawet poświęcone tej sprawie protesty. Jak podkreśla Euronews, Słowenia jest pierwszym państwem z dawnego bloku komunistycznego, który zalegalizował małżeństwa osób tej samej płci i zezwolił im na adopcję dzieci. Do tej pory najbardziej liberalnym pod tym względem krajem, który znajdował się w przeszłości za żelazną kurtyną, była Estonia. W 2016 roku tamtejsi politycy przyjęli ustawę uznającą jednopłciowe małżeństwa estońskich obywateli zawarte w państwach, w których jest to legalne. Z kolei w Chorwacji, Czechach, Czarnogórze i na Węgrzech obowiązują przepisy ustanawiające związki partnerskie osób tej samej płci. W ostatnim z tych państw w 2021 roku wprowadzono jednocześnie regulację zakazującą ""propagowania homoseksualizmu"" w szkołach. Obecnie małżeństwa jednopłciowe są legalne w 18 europejskich krajach, większość z nich zezwala również homoseksualnym parom na adopcję dzieci. ZOBACZ TEŻ: Zakaz małżeństw jednopłciowych zgodny z konstytucją. Sprzeczne orzeczenia sądów w Japonii"
https://tvn24.pl/polska/wroclaw-wszystko-o-moim-zyciu-reportaz-piotra-jaconia-pokaz-w-dolnoslaskim-centrum-filmowym-st6141981,"Pokaz reportażu Piotra Jaconia ""Wszystko o moim życiu"". ""To są bardzo duże emocje, właściwie już pozadziennikarskie""","2 października 2022, 6:14","W Dolnośląskim Centrum Filmowym we Wrocławiu odbył się pokaz reportażu Piotra Jaconia ""Wszystko o moim życiu"". - Te historie to zadatki na przyjaźń, która zaczęła się od dziennikarskiej ciekawości. Bohaterowie oddają kawałek swojego życia - podkreślał dziennikarz TVN24.","Projekcji towarzyszyło spotkanie z bohaterami reportażu i jego autorem. Zainteresowanie było ogromne - bilety rozeszły się w trzy dni. - To są bardzo duże emocje, właściwie już pozadziennikarskie. Tu już nie chodzi o oglądanie mojego reportażu, tylko o spotkanie bohaterek i bohaterów, którzy naprawdę się tutaj poznali. To przecież ja ich poznawałem gdzieś w drodze, a potem skleiłem w jedną opowieść - mówił dziennikarz TVN24 Piotr Jacoń. - Widzę, że to się zmienia, że to działa. Bardzo to zobaczyłem po pierwszym reportażu ""Wszystko o moim dziecku"". To było bardzo niszową i dla mnie osobistą przestrzenią, do której postanowiłem innych zaprosić. Nagle okazało się, że drzwi się bardzo szeroko otworzyły i cały czas stała kolejka chętnych, żeby widzieć i rozumieć - podkreślił Jacoń. ZOBACZ TEŻ: Dziennikarz TVN24 Piotr Jacoń laureatem plebiscytu Korony Równości 2022 Uczestnicy spotkania zwracali uwagę na poczucie wspólnoty i wsparcie, jakie otrzymali od siebie wzajemnie. - Dla mnie jako rodzica to jest coś niesamowitego, bo widzę tutaj mnóstwo innych ludzi, którzy przyszli tutaj z takiego samego powodu jak ja. Być może mają dzieci transpłciowe, może nie, ale generalnie jesteśmy razem. Dajemy sobie wsparcie - powiedziała Kinga Tarkiewicz, członkini Stowarzyszenia My, Rodzice. Jak dodała inna z uczestniczek wydarzenia, Ewelina Negowetti, ""to jest fantastyczna możliwość spotkania się z innymi rodzicami osób transpłciowych i z Piotrem jako głównym ambasadorem idei wspierania rodziców i mówienia o transpłciowości"". - Jest to poczucie wspólnoty, że nie jesteśmy sami, a wszyscy razem - dodała. Podczas wydarzenia jego organizatorzy wyemitowali krótki film z podziękowaniem dla Piotra Jaconia za jego działalność aktywistyczną na rzecz osób LGBTQ+. ZOBACZ REPORTAŻE PIOTRA JACONIA W TVN24 GO: WSZYSTKO O MOIM DZIECKU >>> WSZYSTKO O MOIM ŻYCIU >>> WSZYSTKO O MOIM ŻYCIU - KACPER >>>"
https://tvn24.pl/polska/jaroslaw-kaczynski-ukarany-przez-komisje-etyki-nagana-za-slowa-o-osobach-transplciowych-st6133668,Komisja etyki ukarała naganą prezesa PiS Jarosława Kaczyńskiego za słowa o osobach transpłciowych,"28 września 2022, 12:12","Sejmowa komisja etyki ukarała w środę naganą prezesa Prawa i Sprawiedliwości Jarosława Kaczyńskiego za słowa o osobach transpłciowych, które wygłosił 25 czerwca na wiecu we Włocławku.","Prezes Prawa i Sprawiedliwości Jarosław Kaczyński 25 czerwca na konferencji we Włocławku mówił między innymi, że ""musimy (...) doprowadzić do tego, żeby jakieś reguły przyzwoitości, normalnego języka, reguły kultury po prostu, takiej elementarnej kultury powróciły"". - To jest nasz cel - przekonywał. Ocenił też, że ""musimy także doprowadzić, chociaż to może najtrudniejsze, do tego, żeby powróciła prawda"". - Oczywiście ktoś się może z nami nie zgadzać, ma lewicowe poglądy. Uważa, że każdy z nas może w pewnym momencie powiedzieć, że teraz, do tej pory, do godziny - jest w tej chwili koło wpół do szóstej - byłem mężczyzną, a teraz jestem kobietą - powiedział Kaczyński i krótko się zaśmiał. - Bo przecież lewica uważa, że tak powinno być. I należy tego przestrzegać. Mój szef w pracy, dajmy na to, czy nawet moja koleżanka, czy mój kolega powinni się do mnie zwracać już tym razem w formie żeńskiej - kontynuował. - No, można mieć takie poglądy, dziwne, co prawda. Ja bym to badał, ale... - dodał lider PiS i ponownie się zaśmiał. Wnioski o ukaranie Kaczyńskiego złożyły posłanki Lewicy Katarzyna Kotula i Anita Kucharska-Dziedzic. W środę przewodnicząca komisji Monika Falej przekazała, że ""poseł Jarosław Kaczyński został ukarany przez Komisję Etyki Poselskiej karą nagany za haniebne naśmiewanie się z osób transpłciowych"". Dodała, że ""naruszył takim zachowaniem dobre imię Sejmu i odpowiedzialności"". Jak podkreśliła, ""to hańba, by prezes partii rządzącej zachowywał się skandalicznie i szydził z Polek i Polaków"". - Prezes Kaczyński chce mieć monopol na prawdę i rację. Apeluję do pana Kaczyńskiego, by jednak częściej milczał, bo w jego wypowiedziach jest coraz mniej i prawdy, i racji. A zanim zamilknie, niech przeprosi. Tak po ludzku. Nie ma zgody na sianie nienawiści i kłamliwe obrażanie kogokolwiek. Nikt nie ma do tego prawa, nawet poza trybem, nawet prezes Kaczyński - przekazała posłanka Lewicy. Udzielenie nagany to najwyższa z kar, jakie na posła może nałożyć komisja etyki. Komisja może też zwrócić posłowi uwagę lub udzielić mu upomnienia. Jak przekazała reporterka TVN24 Maja Wójcikowska, Kaczyński na środowym posiedzeniu komisji etyki się nie stawił, mimo że był na nią wzywany dwukrotnie. W czasie swojego objazdu po polskich miejscowościach Kaczyński kilkukrotnie uderzał w osoby LGBT, zwłaszcza transpłciowe. - Wyobraźmy sobie, że ktoś z panów tutaj siedzących przychodzi w pewnym momencie do swojej pracy i mówi: ""Proszę państwa, ja nie jestem Władysław, ja jestem Zosia"". No i według tego, co nam zalecają z Zachodu, wszyscy powinni się temu podporządkować, bo inaczej się uraża. A dlaczego jestem Zosia? No bo... może jutro będę z powrotem Władysławem, ale dzisiaj jestem Zosia - mówił w Grudziądzu 26 czerwca. Dodał: - My się musimy obronić przed szaleństwem, musimy obronić rodzinę składającą się z kobiety i mężczyzny i oczywiście, daj Boże, dzieci."
https://tvn24.pl/polska/minister-edukacji-przemyslaw-czarnek-o-lgbt-wycofuje-swoje-slowa-i-przeprasza-pozew-jakuba-urbanika-st6133476,"Czarnek wycofuje się ze słów o LGBT+, ""pozostając jednocześnie przy swoich poglądach""","28 września 2022, 11:45","Przemysław Czarnek, minister edukacji i nauki, w oświadczeniu opublikowanym na Twitterze wycofał się ze swoich słów dotyczących społeczności LGBT+, które padły na antenie TVP Info i Radio Maryja w 2020 roku. Przeprosił także profesora Uniwersytetu Warszawskiego Jakuba Urbanika, który pozwał go w związku z tymi wypowiedziami.","Minister edukacji i nauki Przemysław Czarnek opublikował w środę na Twitterze oświadczenie w sprawie sporu z profesorem Jakubem Urbanikiem. - Ja niżej podpisany Przemysław Czarnek, Minister Edukacji i Nauki, wycofuję się ze swoich słów, które padły 13 czerwca 2020 roku na antenie TVP Info oraz 3 sierpnia 2020 roku na antenie Radia Maryja, pozostając jednocześnie przy swoich poglądach. Moją intencją nie było urażenie kogokolwiek, w tym także osób ze społeczności LGBT+, w szczególności Pana prof. Jakuba Urbanika. Uznaję, że sposób sformułowania wypowiedzi spowodował, że Pan prof. Jakub Urbanik odebrał je osobiście, co nie było moją intencją, za co Pana prof. Jakuba Urbanika bardzo przepraszam – czytamy w oświadczeniu datowanym na 21 lipca 2022 roku. Pozew o ochronę dóbr osobistych przeciwko Przemysławowi Czarnkowi w związku z jego wypowiedziami dotyczącymi osób LGBT złożyli w październiku 2020 roku w warszawskim sądzie okręgowym pełnomocnicy profesora UW Jakuba Urbanika. - Profesor Uniwersytetu Warszawskiego Jakub Urbanik, jako osoba nieheteronormatywna, uznał, że wypowiedzi pana Czarnka naruszają jego dobra osobiste. W związku tym dzisiaj składamy pozew o ochronę dóbr osobistych i żądamy przeprosin opublikowanych w mediach, między innymi w TVN, TVP, dziennikach ogólnopolskich i wpłaty 20 tysięcy złotych zadośćuczynienia na Stowarzyszenie ""Miłość Nie Wyklucza"" – powiedziała wówczas Polskiej Agencji Prasowej przed warszawskim sądem pełnomocniczka powoda mecenas Sylwia Gregorczyk-Abram. Jak przekazał w październiku 2020 roku inny pełnomocnik wykładowcy mecenas Michał Wawrykiewicz, chodzi o wypowiedź z czerwca 2020 roku w TVP Info, w której polityk Prawa i Sprawiedliwości, mówił o mniejszościach seksualnych. - Skończmy słuchać tych idiotyzmów o jakichś prawach człowieka czy jakiejś równości. Ci ludzie nie są równi ludziom normalnym i skończmy wreszcie z tą dyskusją - powiedział minister. Prawnik dodał, że pozew dotyczy także wypowiedzi Czarnka dla Radia Maryja z sierpnia 2020 roku. - Nie ma wątpliwości, że cała ta ideologia LGBT, wyrastająca z neomarksizmu, pochodzi z tego samego korzenia co niemiecki narodowy socjalizm hitlerowski, który jest odpowiedzialny za wszelkie zło II wojny światowej, zniszczenie Warszawy i zamordowanie powstańców. Korzeń jest ten sam – mówił wtedy Czarnek. Pełnomocnik wyjaśnił, że pozew ten ""ma postawić tamę homofobicznym zachowaniom i powiedzieć, że w przestrzeni publicznej nie ma miejsca na tego typu zachowania, ponieważ grozi to wzrostem agresji i nienawiści""."
https://tvn24.pl/swiat/kuba-wynik-referendum-kubanczycy-za-legalizacja-malzenstw-jednoplciowych-st6131277,Kubańczycy za legalizacją małżeństw jednopłciowych i przyznaniem im prawa do adopcji dzieci,"27 września 2022, 6:34",Zdecydowana większość obywateli Kuby zagłosowała w referendum za legalizacją małżeństw jednopłciowych i przyznaniem im prawa do adopcji dzieci. Według wstępnych szacunków frekwencja w referendum wyniosła 74 proc.,"66,9 proc. Kubańczyków, którzy zagłosowali w niedzielę w referendum, opowiedziało się za legalizacją małżeństw jednopłciowych i przyznaniem im prawa do adopcji dzieci - poinformowała w poniedziałek państwowa komisja wyborcza. Według wstępnych szacunków frekwencja w referendum wyniosła 74 proc. Oprócz legalizacji małżeństw jednopłciowych wspierane przez rząd zmiany obejmują prawo do korzystania z usług surogatek, rozszerzenie praw dziadków w stosunku do wnuków, ochronę osób starszych i nowe środki przeciwdziałania przemocy na tle płciowym. Na Kubie nie ma niezależnych obserwatorów wyborczych, ale głosowanie w konkretnych punktach wyborczych może być monitorowane przez obywateli. Rozproszone doniesienia w mediach społecznościowych z takich obserwacji wydają się pokrywać z oficjalnym wynikiem - informuje agencja Reutera. Jak na standardy rządzonego przez partię komunistyczną kraju frekwencja była i tak dość niska, a 33-procentowy sprzeciw wobec rządowej propozycji dość wysoki - zauważa agencja Reutera. Dodaje, że w poprzednich referendach propozycje rządu były popierane niemal jednogłośnie. To pokazuje, że sytuacja na Kubie się zmienia, co wiąże się z obecnym głębokim kryzysem ekonomicznym oraz upowszechnieniem się dostępu do internetu, który pozwala na dzielenie się opiniami niezależnymi od rządu - ocenia Reuters."
https://tvn24.pl/trojmiasto/torun-na-chodniku-przed-kosciolem-wypisala-hasla-poparcia-dla-spolecznosci-lgbtq-i-krytyczne-wobec-kosciola-policja-zakula-ja-w-kajdanki-st6130009,Na chodniku przed kościołem wypisała hasła poparcia dla społeczności LGBTQ+. Policja zakuła ją w kajdanki,"26 września 2022, 12:25","17-latka przed kościołem w Toruniu napisała na chodniku hasła poparcia dla środowiska LGBTQ+ i krytykujące Kościół. Jak relacjonuje, w pewnym momencie została skuta kajdankami przez policjantów. Zachowanie funkcjonariuszy i zatrzymanie widać na nagraniu. Wyjaśnień w tej sprawie zażądała posłanka Nowej Lewicy Joanna Scheuring-Wielgus.","Do zatrzymania 17-letniej aktywistki z Bydgoszczy doszło 17 września przed kościołem na toruńskiej Starówce. Jak opowiada nastolatka, odwiedzając miasto zauważyła stojące na rynku osoby z transparentami obrażającymi osoby LGBTQ. - Porównywano takie osoby do pedofili - opisuje 17-letnia Malwina Chmara. Dziewczyna - jak mówi - zdecydowała się wyrazić swój sprzeciw wobec takich haseł. Na chodniku przy kościele żółtą kredą napisała: ""Zostawcie osoby LGBTQ+"". Jak przyznaje, dopisała także nazwiska duchownych, którzy oskarżani byli o pedofilię. Czytaj też: Dzieci narysowały kredą domki, matki dopisały hasła. W sprawie chodnikowych rysunków interweniowała policja Jak relacjonuje 17-latka, nagle pojawili się przy niej mundurowi. - Policja poprosiła mnie o dokumenty, po czym weszła do kościoła skonsultować się z księżmi. Czekałam pół godziny, zanim policjanci zdecydowali, że mnie zatrzymają w związku z tą sprawą - opowiada. Na nagraniu z interwencji widać, że nad siedzącą na chodniku dziewczyną w pewnym momencie stoi nawet pięciu funkcjonariuszy. - Nie byłam agresywna, nie próbowałam uciec policji, a mimo to policjanci zakuli mnie w kajdanki i zaciągnęli siłą do radiowozu. W tych kajdankach byłam zakuta przez cały czas zatrzymania - relacjonuje 17-latka. W komisariacie usłyszała zarzuty z artykułu 63. kodeksu wykroczeń, dotyczącego umieszczenia w miejscu publicznym ogłoszenia, plakatu, afiszu, apelu, ulotki, napisu lub rysunku bez zgody zarządzającego tym miejscem. Grozi jej grzywna. Zatrzymanie zbulwersowało posłankę Nowej Lewicy Joannę Scheuring-Wielgus, która w ubiegłym tygodniu złożyła wniosek do komendanta miejskiego w Toruniu. - Zadałam mu kilka pytań. Panie komendancie, czy toruńscy policjanci chronią obywateli, czy chronią Kościół? Czy toruńscy policjanci powinni się konsultować z proboszczem, czy raczej powinni zajmować się bezpieczeństwem obywateli? Czy toruńscy policjanci nie naruszyli godności osobistej Malwiny zakuwając ją w kajdanki? - opisuje parlamentarzystka. - Rzecznik toruńskiej policji nabrał wody w usta, odmówił komentarza przed kamerą. Oświadczył jedynie w rozmowie telefonicznie, że policja wyjaśnia wszelkie okoliczności tej interwencji - przekazał reporter TVN24 Mariusz Sidorkiewicz. Czytaj też: Nie będzie kary za rysunki i napisy na chodniku. Mamom ""zwrócono uwagę"", mogą odebrać zarekwirowaną kredę"
https://tvn24.pl/polska/13-latki-pytane-o-przygodny-seks-i-o-to-czy-osoby-homoseksualne-moga-pelnic-wszystkie-funkcje-publiczne-st6122713,"13-latki pytane o przygodny seks i o to, czy ""osoby homoseksualne mogą pełnić wszystkie funkcje publiczne""","21 września 2022, 7:41","Pojawiają się wątpliwości wokół badania dofinansowanego przez Ministerstwo Edukacji i Nauki. Padają w nim pytania do młodzieży o to, czy aborcja jest dopuszczalna albo o to, czy osoby homoseksualne mogą pełnić wszystkie funkcje i stanowiska publiczne. Nastolatkowie pytani są też, jak często się upijają, zażywają narkotyki i oglądają pornografię. Materiał magazynu ""Polska i Świat"".","Politycy i eksperci nie szczędzą słów krytyki dotyczących pierwotnej wersji ankiety dla 13 i 14-latków, czyli uczniów siódmych i ósmych klas. – Tak formułowane pytania do dzieci nie powinny się pojawić w jakichkolwiek badaniach – uważa Iga Kazimierczyk z Fundacji Przestrzeń dla Edukacji. - Jeżeli ministerstwo chciałoby się zapoznać, jaka jest współczesna młodzież, to są lepsze metody i lepsze, poważniejsze narzędzia – twierdzi Barbara Nowacja z Koalicji Obywatelskiej. Za badaniem stoi Akademia Nauk Stosowanych Towarzystwa Wiedzy Powszechnej w Szczecinie pracująca na zlecenie Ministerstwa Edukacji i Nauki. Planuje przebadanie trzech grup - młodzieży w wieku 13-14 lat, 15-25 lat oraz rodziców. - Prawdopodobnie było tak, że to uczelnia zaproponowała ministerstwu, że tę ankietę zrobi, a to bez żadnego konkursu postanowiło przekazać jej 4 miliony złotych, żeby sprawdzili, jacy są dzisiejsi młodzi ludzie, jak różnią się od swoich rodziców i dziadków – mówi dziennikarka tvn24.pl Justyna Suchecka. I tak w najmłodszej grupie badacze pytają, czy aborcja jest dopuszczalna. W pierwotnej wersji było także pytanie o to, jak często piją alkohol, uprawiają seks ze stałym partnerem lub partnerką, masturbują się czy uprawiają przygodny seks. - Zadanie takiego pytania bez wprowadzenia jest krzywdzące dla młodego człowieka – twierdzi Aleksandra Dulas ze Spunk – Fundacji Nowoczesnej Edukacji. Marszałek województwa pomorskiego dostał sygnały od zaniepokojonych rodziców i dyrektorów szkół. O opinię poprosił Pomorską Radę Oświatową. - Moim zdaniem to jest kolejna próba ideologizacji polskiej szkoły – mówi Mieczysław Struk. Po interwencji ankiety zniknęły z oficjalnej strony projektu, ale wróciły w zmienionej formie. Choć usunięto pytania o seks, w tym grupowy, to pozostały pytania o to, czy młodzi ludzie wśród najbliższych znają osobę homoseksualną, czy zgadzają się ze stwierdzeniem, że ""homoseksualizm jest sprawą normalną"" a może ""jest wprawdzie odstępstwem od normy, lecz należy go tolerować"" oraz o to, czy osoby homoseksualne mogą pełnić wszystkie funkcje i stanowiska publiczne. Rektor Akademii Nauk Stosowanych podkreśla, że ""badania mają charakter anonimowy i dobrowolny"". Zwraca uwagę, że udział młodzieży niepełnoletniej w badaniu warunkowany jest zgodą rodziców. ""My nie edukujemy młodzieży w zakresie seksualności, czy w zakresie preferowanych wartości, a jedynie o nie pytamy"" – zastrzega Waldemar Urbanik. - Nie chcę przypisywać złych intencji twórcom tego badania. Może moglibyśmy się czegoś ciekawego dowiedzieć, ale odnoszę wrażenie, że to wszystko po to, żeby znów pokazać rzeczy ideologicznie. W tych ankietach pojawią się pytania z tezami – podkreśla Justyna Suchecka. Ministerstwo przekazało, że ""nie ingeruje w metodologię przeprowadzania badań i nie zna pytań kierowanych przez grupy badawcze - jest to kwestia autorska badaczy"". - Ministerstwo nie wie, po co ta ankieta i się nie interesuje młodymi. Gdyby się interesowało, to pomyślałoby o rzetelnej edukacji seksualnej – uważa Aleksandra Dulas. Zamiast edukacji seksualnej jest wychowanie do życia w rodzinie."
https://tvn24.pl/programy/kontrowersyjne-pytania-do-nastolatkow-st6122670,Kontrowersyjne pytania do nastolatków,"21 września 2022, 5:52","Wątpliwości wokół badania dofinansowanego przez MEiN. Pojawiają się w nim pytania do młodzieży o to, czy aborcja jest dopuszczalna albo o to, czy osoby homoseksualne mogą pełnić wszystkie funkcje i stanowiska publiczne. Nastolatkowie pytani są też, jak często się upijają, zażywają narkotyki i oglądają pornografię. Materiał Adrianny Otręby.",N/A
https://tvn24.pl/trojmiasto/torun-iv-marsz-rownosci-odwolany-to-bylo-nasze-marzenie-by-powrocic-po-dwoch-latach-st6113772,"""Nie jest możliwe, by przemarsz można było uznać za bezpieczny"". Odwołali Marsz Równości","15 września 2022, 10:23","IV Marsz Równości, który w najbliższą sobotę (17 września) miał przejść ulicami Torunia (województwo kujawsko-pomorskie), nie odbędzie się. ""Nie jest to możliwe, a przynajmniej nie w takim stopniu, aby przemarsz można było uznać za bezpieczny i w pełni zorganizowany"" - wyjaśniają organizatorzy.","W sobotę ulicami Torunia miał przejść IV Marsz Równości. Miał, bo organizatorzy na kilka dni przed wydarzeniem postanowili je odwołać. ""Po wielu miesiącach pracy nad naszym tęczowym świętem podjęliśmy trudną decyzję o odwołaniu tegorocznego Marszu Równości w Toruniu"" - podają w komunikacie organizatorzy IV Marszu Równości w Toruniu. Jak argumentują swoją decyzję? Przede wszystkim chodzi o względy bezpieczeństwa. Rozczarowanie jest duże, bo ostatni marsz odbył się jeszcze przed pandemią koronawirusa w 2019 roku. ""To było nasze marzenie, żeby po dwóch latach przerwy wrócić z nową energią na toruńskie ulice. Dziś jesteśmy jednak przekonani, że nie jest to możliwe, a przynajmniej nie w takim stopniu, aby przemarsz można było uznać za bezpieczny i w pełni zorganizowany"" - czytamy w komunikacie opublikowanym w mediach społecznościowych. Jak zaznaczają organizatorzy ""na decyzję wpłynęło wiele czynników, o których części nie chcemy informować publicznie"". Dodają jednocześnie, że ta decyzja była ""poprzedzona dziesiątkami rozmów i w obliczu obecnej sytuacji stała się jedynym słusznym wyjściem"". Plan jest taki, by w przyszłym roku marsz już się odbył bez żadnych komplikacji. ""Pracujemy nad tym, abyśmy mogli się wszyscy zobaczyć na marszu w przyszłym roku. Na ten moment przepraszamy i dziękujemy za tak duże zainteresowanie naszym wydarzeniem"" - informują w oświadczeniu."
